"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
1;"DBX371";"cartas_100M";-51.487854345;-3.731667905;"1511-AV-L-039";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"65";;"210";;;;;"100";"8";;;;;;;;"100";;;;;;;
2;"DBX371";"cartas_100M";-51.487854345;-3.731667905;"1511-AV-L-039";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
3;"DBX371";"cartas_100M";-51.487854345;-3.731667905;"1511-AV-L-039";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"200";"< 1";"ND";"ND";"50";"100";"150";"20";"2000";"ND";"< 10";"100";"20";"ND";"20";"ND";"ND";"200";"ND";"20";"200";"100";;;"0,05";"10";"0,15";"> 1"
4;"DBX372";"cartas_100M";-51.479708941;-3.719882776;"1511-AV-L-040";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"14";;"150";;;;;"55";"6";;;;;;;;"55";;;;;;;
5;"DBX372";"cartas_100M";-51.479708941;-3.719882776;"1511-AV-L-040";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
6;"DBX372";"cartas_100M";-51.479708941;-3.719882776;"1511-AV-L-040";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"100";"ND";"ND";"ND";"20";"150";"100";"20";"300";"ND";"< 10";"100";"10";"ND";"50";"ND";"ND";"500";"ND";"15";"200";"100";;;"< 0,05";"15";"0,05";"1"
7;"DBX373";"cartas_100M";-51.559541193;-3.688172932;"1511-AV-L-041";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"65";;;;;"26";"10";;;;;;;;"25";;;;;;;
8;"DBX373";"cartas_100M";-51.559541193;-3.688172932;"1511-AV-L-041";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
9;"DBX373";"cartas_100M";-51.559541193;-3.688172932;"1511-AV-L-041";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"ND";"ND";"ND";"7";"500";"50";"50";"150";"ND";"< 10";"70";"50";"ND";"30";"ND";"ND";"500";"ND";"15";"ND";"150";;;"< 0,05";"20";"0,02";"0,7"
10;"DBX374";"cartas_100M";-51.568056978;-3.722638425;"1511-AV-L-042";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"4";;"28";;;;;"13";"< 5";;;;;;;;"30";;;;;;;
11;"DBX374";"cartas_100M";-51.568056978;-3.722638425;"1511-AV-L-042";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
12;"DBX374";"cartas_100M";-51.568056978;-3.722638425;"1511-AV-L-042";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"< 1";"ND";"ND";"5";"70";"20";"20";"150";"< 5";"< 10";"20";"10";"ND";"20";"ND";"ND";"200";"ND";"30";"ND";"150";;;"< 0,05";"10";"0,1";"0,5"
13;"DBX375";"cartas_100M";-51.633612166;-3.697307693;"1511-AV-L-043";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"45";;"150";;;;;"120";"< 5";;;;;;;;"160";;;;;;;
14;"DBX375";"cartas_100M";-51.633612166;-3.697307693;"1511-AV-L-043";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
15;"DBX375";"cartas_100M";-51.633612166;-3.697307693;"1511-AV-L-043";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"70";"< 1";"ND";"ND";"30";"100";"70";"< 20";"500";"ND";"ND";"100";"< 10";"ND";"20";"ND";"ND";"300";"ND";"30";"ND";"50";;;"7,0000000000000007E-2";"5";"0,3";"0,5"
16;"DBX312";"cartas_100M";-51.722503598;-3.658977816;"1511-AV-L-073";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"3";;"100";;;;;"40";"ND";;;;;;;;"29";;;;;;;
17;"DBX312";"cartas_100M";-51.722503598;-3.658977816;"1511-AV-L-073";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
18;"DBX312";"cartas_100M";-51.722503598;-3.658977816;"1511-AV-L-073";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"30";"ND";"ND";"ND";"5";"200";"100";"ND";"150";"ND";"< 10";"100";"< 10";"ND";"30";"ND";"ND";"500";"ND";"< 10";"ND";"70";;;"< 0,05";"15";"0,02";"0,7"
19;"DBX313";"cartas_100M";-51.723470002;-3.660545048;"1511-AV-L-074";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"140";;;;;"40";"ND";;;;;;;;"35";;;;;;;
20;"DBX313";"cartas_100M";-51.723470002;-3.660545048;"1511-AV-L-074";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
21;"DBX313";"cartas_100M";-51.723470002;-3.660545048;"1511-AV-L-074";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"< 20";"ND";"ND";"ND";"< 5";"150";"70";"ND";"150";"ND";"< 10";"70";"< 10";"ND";"30";"ND";"ND";"500";"ND";"< 10";"ND";"70";;;"< 0,05";"10";"< 0,02";"0,7"
22;"DBX314";"cartas_100M";-51.724067145;-3.6624716;"1511-AV-L-075";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"30";;;;;"4";"ND";;;;;;;;"9";;;;;;;
23;"DBX314";"cartas_100M";-51.724067145;-3.6624716;"1511-AV-L-075";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
24;"DBX314";"cartas_100M";-51.724067145;-3.6624716;"1511-AV-L-075";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"200";"ND";"ND";"ND";"< 5";"100";"30";"ND";"150";"ND";"< 10";"20";"10";"ND";"20";"ND";"ND";"200";"ND";"30";"ND";"150";;;"< 0,05";"5";"0,05";"> 1"
25;"DBX315";"cartas_100M";-51.725140478;-3.664038742;"1511-AV-L-076";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"10";"ND";;;;;;;;"18";;;;;;;
26;"DBX315";"cartas_100M";-51.725140478;-3.664038742;"1511-AV-L-076";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
27;"DBX315";"cartas_100M";-51.725140478;-3.664038742;"1511-AV-L-076";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"100";"ND";"ND";"ND";"5";"100";"30";"< 20";"150";"ND";"< 10";"50";"10";"ND";"30";"ND";"ND";"500";"ND";"30";"ND";"150";;;"< 0,05";"10";"0,03";"1"
28;"DBX316";"cartas_100M";-51.726821698;-3.665712807;"1511-AV-L-077";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"11";"ND";;;;;;;;"15";;;;;;;
29;"DBX316";"cartas_100M";-51.726821698;-3.665712807;"1511-AV-L-077";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
30;"DBX316";"cartas_100M";-51.726821698;-3.665712807;"1511-AV-L-077";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"150";"ND";"ND";"ND";"5";"150";"50";"< 20";"100";"ND";"< 10";"100";"15";"ND";"30";"10";"ND";"500";"ND";"30";"ND";"150";;;"< 0,05";"10";"0,03";"1"
31;"DBX317";"cartas_100M";-51.727775727;-3.667040693;"1511-AV-L-078";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"15";;;;;"1";"< 5";;;;;;;;"5";;;;;;;
32;"DBX317";"cartas_100M";-51.727775727;-3.667040693;"1511-AV-L-078";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
33;"DBX317";"cartas_100M";-51.727775727;-3.667040693;"1511-AV-L-078";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"100";"300";"< 1";"ND";"ND";"< 5";"100";"15";"20";"50";"ND";"10";"20";"20";"ND";"15";"ND";"ND";"150";"ND";"20";"ND";"200";;;"< 0,05";"3";"0,1";"1"
34;"DBX318";"cartas_100M";-51.728875803;-3.668899619;"1511-AV-L-079";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"35";;;;;"23";"< 5";;;;;;;;"16";;;;;;;
35;"DBX318";"cartas_100M";-51.728875803;-3.668899619;"1511-AV-L-079";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
36;"DBX318";"cartas_100M";-51.728875803;-3.668899619;"1511-AV-L-079";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"200";"ND";"ND";"ND";"5";"1000";"50";"30";"100";"< 5";"10";"100";"30";"ND";"50";"ND";"ND";"200";"ND";"30";"ND";"200";;;"< 0,05";"10";"0,1";"1"
37;"DBX319";"cartas_100M";-51.730001282;-3.671057805;"1511-AV-L-080";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"65";;;;;"50";"< 5";;;;;;;;"35";;;;;;;
38;"DBX319";"cartas_100M";-51.730001282;-3.671057805;"1511-AV-L-080";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
39;"DBX319";"cartas_100M";-51.730001282;-3.671057805;"1511-AV-L-080";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"100";"< 1";"ND";"ND";"5";"1000";"30";"20";"100";"ND";"< 10";"100";"20";"ND";"50";"ND";"ND";"500";"ND";"20";"ND";"150";;;"< 0,05";"10";"0,03";"1"
40;"DBX320";"cartas_100M";-51.731361316;-3.672889703;"1511-AV-L-081";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"3";;"45";;;;;"28";"6";;;;;;;;"25";;;;;;;
41;"DBX320";"cartas_100M";-51.731361316;-3.672889703;"1511-AV-L-081";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
42;"DBX320";"cartas_100M";-51.731361316;-3.672889703;"1511-AV-L-081";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"200";"ND";"ND";"ND";"7";"1000";"50";"50";"50";"ND";"< 10";"100";"50";"ND";"50";"ND";"ND";"300";"ND";"20";"ND";"150";;;"< 0,05";"15";"0,1";"0,7"
43;"DBX321";"cartas_100M";-51.732268382;-3.674570323;"1511-AV-L-082";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"4";;"30";;;;;"16";"6";;;;;;;;"21";;;;;;;
44;"DBX321";"cartas_100M";-51.732268382;-3.674570323;"1511-AV-L-082";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
45;"DBX321";"cartas_100M";-51.732268382;-3.674570323;"1511-AV-L-082";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"150";"< 1";"ND";"ND";"7";"200";"20";"20";"150";"ND";"< 10";"50";"10";"ND";"20";"ND";"ND";"200";"ND";"15";"ND";"100";;;"< 0,05";"7";"0,05";"1"
46;"DBX322";"cartas_100M";-51.733793021;-3.677008683;"1511-AV-L-083";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"7";;"40";;;;;"6";"10";;;;;;;;"14";;;;;;;
47;"DBX322";"cartas_100M";-51.733793021;-3.677008683;"1511-AV-L-083";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"8";;;;;;;;;
48;"DBX322";"cartas_100M";-51.733793021;-3.677008683;"1511-AV-L-083";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"500";"ND";"50";"200";"< 1";"ND";"ND";"10";"200";"50";"< 20";"200";"5";"< 10";"50";"15";"ND";"10";"ND";"ND";"150";"< 50";"10";"ND";"200";;;"< 0,05";"5";"0,1";"0,7"
49;"DBX323";"cartas_100M";-51.735153443;-3.679295524;"1511-AV-L-084";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"11";"8";;;;;;;;"13";;;;;;;
50;"DBX323";"cartas_100M";-51.735153443;-3.679295524;"1511-AV-L-084";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"16";;;;;;;;;
51;"DBX323";"cartas_100M";-51.735153443;-3.679295524;"1511-AV-L-084";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"200";"ND";"10";"50";"1";"ND";"ND";"< 5";"500";"30";"30";"50";"< 5";"< 10";"50";"20";"ND";"20";"ND";"ND";"200";"< 50";"10";"ND";"200";;;"< 0,05";"10";"0,02";"0,7"
52;"DBX324";"cartas_100M";-51.736281057;-3.680762266;"1511-AV-L-085";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"3";;"55";;;;;"30";"< 5";;;;;;;;"24";;;;;;;
53;"DBX324";"cartas_100M";-51.736281057;-3.680762266;"1511-AV-L-085";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"24";;;;;;;;;
54;"DBX324";"cartas_100M";-51.736281057;-3.680762266;"1511-AV-L-085";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"1000";"ND";"30";"50";"< 1";"ND";"ND";"5";"700";"50";"20";"200";"5";"< 10";"100";"20";"ND";"50";"ND";"ND";"200";"< 50";"15";"ND";"150";;;"< 0,05";"15";"0,03";"1"
55;"DBX325";"cartas_100M";-51.814831932;-3.656962592;"1511-AV-L-086";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"15";;;;;"4";"< 5";;;;;;;;"8";;;;;;;
56;"DBX325";"cartas_100M";-51.814831932;-3.656962592;"1511-AV-L-086";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
57;"DBX325";"cartas_100M";-51.814831932;-3.656962592;"1511-AV-L-086";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"< 20";"ND";"ND";"ND";"5";"300";"10";"ND";"150";"ND";"10";"10";"10";"ND";"15";"ND";"ND";"200";"ND";"15";"ND";"200";;;"< 0,05";"15";"< 0,02";"> 1"
58;"DBX326";"cartas_100M";-51.814831932;-3.656962592;"1511-AV-L-087";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"45";;;;;"22";"< 5";;;;;;;;"21";;;;;;;
59;"DBX326";"cartas_100M";-51.814831932;-3.656962592;"1511-AV-L-087";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
60;"DBX326";"cartas_100M";-51.814831932;-3.656962592;"1511-AV-L-087";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"< 20";"ND";"ND";"ND";"5";"300";"20";"ND";"150";"ND";"< 10";"50";"10";"ND";"20";"ND";"ND";"200";"ND";"15";"ND";"150";;;"< 0,05";"15";"0,02";"1"
61;"DBX327";"cartas_100M";-51.814187445;-3.655563312;"1511-AV-L-088";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"3";;"80";;;;;"30";"< 5";;;;;;;;"23";;;;;;;
62;"DBX327";"cartas_100M";-51.814187445;-3.655563312;"1511-AV-L-088";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
63;"DBX327";"cartas_100M";-51.814187445;-3.655563312;"1511-AV-L-088";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"< 20";"ND";"ND";"ND";"7";"300";"50";"ND";"100";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"200";"ND";"10";"ND";"70";;;"< 0,05";"15";"0,05";"0,5"
64;"DBX328";"cartas_100M";-51.813078499;-3.653949047;"1511-AV-L-089";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"13";;"110";;;;;"55";"6";;;;;;;;"40";;;;;;;
65;"DBX328";"cartas_100M";-51.813078499;-3.653949047;"1511-AV-L-089";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
66;"DBX328";"cartas_100M";-51.813078499;-3.653949047;"1511-AV-L-089";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"< 20";"ND";"ND";"ND";"20";"150";"100";"ND";"1000";"ND";"< 10";"100";"10";"ND";"50";"ND";"ND";"300";"ND";"10";"ND";"150";;;"< 0,05";"15";"0,03";"1"
67;"DBX329";"cartas_100M";-51.812004879;-3.652191139;"1511-AV-L-090";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"20";;"110";;;;;"55";"< 5";;;;;;;;"50";;;;;;;
68;"DBX329";"cartas_100M";-51.812004879;-3.652191139;"1511-AV-L-090";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
69;"DBX329";"cartas_100M";-51.812004879;-3.652191139;"1511-AV-L-090";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"15";"30";"ND";"ND";"ND";"30";"100";"70";"20";"1500";"ND";"< 10";"100";"15";"ND";"50";"ND";"ND";"200";"ND";"15";"ND";"100";;;"< 0,05";"15";"0,05";"0,7"
70;"DBX330";"cartas_100M";-51.811467697;-3.650576349;"1511-AV-L-091";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"75";;;;;"20";"< 5";;;;;;;;"19";;;;;;;
71;"DBX330";"cartas_100M";-51.811467697;-3.650576349;"1511-AV-L-091";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
72;"DBX330";"cartas_100M";-51.811467697;-3.650576349;"1511-AV-L-091";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"100";"ND";"ND";"ND";"7";"150";"70";"ND";"150";"ND";"< 10";"70";"10";"ND";"30";"ND";"ND";"500";"ND";"10";"ND";"100";;;"< 0,05";"10";"0,05";"1"
73;"DBX331";"cartas_100M";-51.810465618;-3.648890177;"1511-AV-L-092";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"60";;;;;"17";"< 5";;;;;;;;"18";;;;;;;
74;"DBX331";"cartas_100M";-51.810465618;-3.648890177;"1511-AV-L-092";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
75;"DBX331";"cartas_100M";-51.810465618;-3.648890177;"1511-AV-L-092";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"50";"ND";"ND";"ND";"7";"100";"30";"< 20";"200";"ND";"< 10";"50";"< 10";"ND";"30";"ND";"ND";"300";"ND";"10";"ND";"100";;;"< 0,05";"15";"0,03";"0,7"
76;"DBX332";"cartas_100M";-51.809428159;-3.647275838;"1511-AV-L-093";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"2";;"80";;;;;"23";"< 5";;;;;;;;"23";;;;;;;
77;"DBX332";"cartas_100M";-51.809428159;-3.647275838;"1511-AV-L-093";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
78;"DBX332";"cartas_100M";-51.809428159;-3.647275838;"1511-AV-L-093";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"150";"ND";"ND";"ND";"7";"100";"50";"< 20";"100";"ND";"< 10";"70";"10";"ND";"50";"ND";"ND";"500";"ND";"30";"ND";"100";;;"< 0,05";"15";"0,03";"0,7"
79;"DBX333";"cartas_100M";-51.808211362;-3.645230839;"1511-AV-L-094";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"4";"6";;;;;;;;"16";;;;;;;
80;"DBX333";"cartas_100M";-51.808211362;-3.645230839;"1511-AV-L-094";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
81;"DBX333";"cartas_100M";-51.808211362;-3.645230839;"1511-AV-L-094";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"0,5";"ND";"ND";"100";"150";"ND";"ND";"ND";"7";"70";"20";"20";"100";"ND";"< 10";"20";"20";"ND";"50";"ND";"ND";"300";"ND";"70";"ND";"150";;;"< 0,05";"10";"0,1";"> 1"
82;"DBX334";"cartas_100M";-51.807459467;-3.643257224;"1511-AV-L-095";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"1";;"45";;;;;"6";"8";;;;;;;;"18";;;;;;;
83;"DBX334";"cartas_100M";-51.807459467;-3.643257224;"1511-AV-L-095";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"ND";;;;;;;;;
84;"DBX334";"cartas_100M";-51.807459467;-3.643257224;"1511-AV-L-095";"Grande Carajás - Folha Altamira";"Solo";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"ND";"ND";"ND";"5";"100";"20";"20";"100";"ND";"< 10";"20";"20";"ND";"30";"ND";"ND";"300";"ND";"30";"ND";"100";;;"< 0,05";"10";"0,1";"1"
85;"DBX335";"cartas_100M";-51.805741635;-3.640351036;"1511-AV-L-096";"Grande Carajás - Folha Altamira";"Solo";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";;;;;;;;;"ND";;"16";;;;;"5";"22";;;;;;;;"16";;;;;;;
86;"DBX335";"cartas_100M";-51.805741635;-3.640351036;"1511-AV-L-096";"Grande Carajás - Folha Altamira";"Solo";"Colorimetria";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;"4";;;;;;;;;
