"";"N_LAB";"NUM_CAMPO";"LONG_DEC";"LAT_DEC";"UTM_LESTE";"UTM_NORTE";"MC";"PROJETO";"CLASSE";"LOTE";"REQUERENTE";"DATA"
"303";"IBX947";"RB0011";"-48,1534417";"-24,98147597";787365;7234087;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"304";"IBX948";"RB0016";"-48,23416471";"-24,97913671";779217;7234515;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"305";"IBX949";"RB0018";"-48,24033186";"-24,68629892";779251;7266977;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"306";"IBX950";"RB0023";"-48,26533741";"-24,9457811";776143;7238275;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"307";"IBX951";"RB0024";"-48,25922616";"-24,94864679";776754;7237945;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"308";"IBX952";"RB0025";"-48,15769784";"-24,94577746";787018;7238052;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"309";"IBX953";"RB0026";"-48,25799736";"-24,94647635";776883;7238183;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"310";"IBX954";"RB0026A";"-48,25799736";"-24,94647635";776883;7238183;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"311";"IBX955";"RB0027";"-48,15603935";"-24,94515924";787187;7238117;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"312";"IBX956";"RB0034";"-48,18132193";"-24,93237465";784662;7239587;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"313";"IBX957";"RB0034A";"-48,18132193";"-24,93237465";784662;7239587;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"314";"IBX958";"RB0036";"-48,35221094";"-24,92610675";767409;7240629;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"315";"IBX959";"RB0038";"-48,36912247";"-24,91504387";765724;7241888;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1552/SP";500;"06/2010"
"316";"IBX960";"RB0005";"-48,20736596";"-24,69052603";782579;7266441;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"317";"IBX961";"RB0006";"-48,28307954";"-24,99917929";774232;7232394;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"318";"IBX962";"RB0007";"-48,15132123";"-24,98670532";787567;7233503;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"319";"IBX963";"RB0008";"-48,20114524";"-24,98835535";782531;7233425;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"320";"IBX964";"RB0009";"-48,1509544";"-24,98286314";787613;7233928;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"321";"IBX965";"RB0011";"-48,1534417";"-24,98147597";787365;7234087;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"322";"IBX966";"RB0018";"-48,23432507";"-24,95692183";779251;7236977;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"323";"IBX967";"RB0023";"-48,26533741";"-24,9457811";776143;7238275;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"324";"IBX968";"RB0025";"-48,15769784";"-24,94577746";787018;7238052;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"325";"IBX969";"RB0026";"-48,25799736";"-24,94647635";776883;7238183;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"326";"IBX970";"RB0027";"-48,15603935";"-24,94515924";787187;7238117;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"327";"IBX971";"RB0034";"-48,18132193";"-24,93237465";784662;7239587;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"328";"IBX972";"RB0036";"-48,35221094";"-24,92610675";767409;7240629;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"329";"IBX973";"RB0038";"-48,36912247";"-24,91504387";765724;7241888;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Concentrado de bateia";"1553/SP";500;"06/2010"
"330";"IBZ737";"FM0001A";"-48,28941058";"-24,96788936";773662;7235874;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"331";"IBZ738";"FM0001B";"-48,28941058";"-24,96788936";773662;7235874;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"332";"IBZ739";"FM0002";"-48,29040271";"-24,96553397";773567;7236137;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"333";"IBZ740";"FM0002B";"-48,29040271";"-24,96553397";773567;7236137;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"334";"IBZ741";"FM0002B";"-48,29040271";"-24,96553397";773567;7236137;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"335";"IBZ742";"FM0005";"-48,29078967";"-24,96052334";773539;7236693;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"336";"IBZ743";"FM0009E";"-48,32069478";"-24,93910751";770565;7239126;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"337";"IBZ744";"FM0009F";"-48,32069478";"-24,93910751";770565;7239126;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"338";"IBZ745";"FM0017A";"-48,32359234";"-24,93968305";770271;7239068;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"339";"IBZ746";"FM0018A";"-48,35761311";"-24,97022626";766768;7235751;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"340";"IBZ747";"FM0018B";"-48,35761311";"-24,97022626";766768;7235751;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"341";"IBZ748";"FM0022B";"-48,42361342";"-24,94971419";760145;7238152;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"342";"IBZ749";"FM0023A";"-48,43685013";"-24,94917551";758809;7238237;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"343";"IBZ750";"FM0024";"-48,45442652";"-24,95519012";757021;7237604;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"344";"IBZ751";"FM0025";"-48,46285915";"-24,95577633";756168;7237555;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"345";"IBZ752";"FM0026A";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"346";"IBZ753";"FM0026B";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"347";"IBZ754";"FM0026";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"348";"IBZ755";"FM0026D";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"349";"IBZ756";"FM0026E";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"350";"IBZ757";"FM0026F";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"351";"IBZ758";"FM0026G";"-48,46255004";"-24,95636673";756198;7237489;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"352";"IBZ759";"FM0027A";"-48,46569018";"-24,96690776";755859;7236327;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"353";"IBZ760";"FM0150A";"-48,09150419";"-24,92343787";793759;7240386;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"354";"IBZ761";"FM0150B";"-48,09150419";"-24,92343787";793759;7240386;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"355";"IBZ762";"FM0152C";"-48,02962721";"-24,94249228";799966;7238139;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"356";"IBZ763";"FM0153";"-48,03405949";"-24,94378977";799515;7238005;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"357";"IBZ764";"FM0188C";"-48,19904223";"-24,66123103";783488;7269670;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"358";"IBZ765";"FM0196A";"-48,21710594";"-24,66381403";781653;7269421;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"359";"IBZ766";"FM0227A";"-48,02000609";"-24,56961535";801839;7279441;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"360";"IBZ767";"FM0228";"-48,04351707";"-24,5768467";799439;7278691;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"361";"IBZ768";"FM0228B";"-48,04351707";"-24,5768467";799439;7278691;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"362";"IBZ769";"FM0229";"-48,03695366";"-24,57774632";800102;7278577;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"363";"IBZ770";"FM0234A";"-48,04376641";"-24,54520547";799489;7282198;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"364";"IBZ771";"FM0237";"-48,06944797";"-24,54383027";796889;7282406;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"365";"IBZ772";"FM0363";"-48,07026779";"-24,95233009";795836;7237138;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"366";"IBZ773";"FM0265";"-48,14218233";"-24,80336244";788917;7253801;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"367";"IBZ774";"FM0266B";"-48,1533757";"-24,79980393";787793;7254219;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"368";"IBZ775";"FM0266E";"-48,1533757";"-24,79980393";787793;7254219;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Rocha";"1579/SP";500;"10/2010"
"369";"IBV511";"RB0051";"-48,33341736";"-24,91088958";769341;7242278;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"370";"IBV512";"RB0066";"-48,34247667";"-24,88203632";768488;7245493;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"371";"IBV513";"RB0142";"-48,49923995";"-24,73603005";752940;7261970;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"372";"IBV514";"RB0173";"-48,27597054";"-24,66127469";775698;7269822;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"373";"IBV515";"RB0175";"-48,18099707";"-24,65962087";785319;7269811;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"374";"IBV516";"RB0176";"-48,27524952";"-24,66127966";775771;7269820;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
"375";"IBV517";"RB0178";"-48,17935705";"-24,65877788";785487;7269901;-51;"Alto Ribeira II - Folha Eldorado Paulista";"Sedimento de corrente";"1521/SP";500;"06/2009"
